"plot","site","alt","long_garmin","lat_garmin","x_garmin","y_garmin","z_garmin","x_trimble","y_trimble","z_trimble","x_diff","y_diff","date","inclin_down","inclin_dir","X","x","y","z","long","lat","location"
"P001",3,20,NA,NA,NA,NA,NA,476684.487,7151237.69,20.075,NA,NA,"2011-07-02",30,165,NA,476684.487,7151237.69,20.075,-51.4851247571479,64.4857874099018,"<Point><coordinates>-51.4851247571479,64.4857874099018,20.075</coordinates></Point>"
"P002",3,20,NA,NA,NA,NA,NA,476676.194,7151232.187,20.069,NA,NA,"2011-07-02",20,170,NA,476676.194,7151232.187,20.069,-51.4852964264861,64.4857374622038,"<Point><coordinates>-51.4852964264861,64.4857374622038,20.069</coordinates></Point>"
"P003",3,20,NA,NA,NA,NA,NA,476667.629,7151226.435,19.973,NA,NA,"2011-07-02",25,180,NA,476667.629,7151226.435,19.973,-51.4854737148054,64.4856852613404,"<Point><coordinates>-51.4854737148054,64.4856852613404,19.973</coordinates></Point>"
"P004",3,20,NA,NA,NA,NA,NA,476660.456,7151219.314,20.007,NA,NA,"2011-07-02",20,165,NA,476660.456,7151219.314,20.007,-51.485621822715,64.4856208716385,"<Point><coordinates>-51.485621822715,64.4856208716385,20.007</coordinates></Point>"
"P005",3,20,NA,NA,NA,NA,NA,476652.529,7151213.147,19.971,NA,NA,"2011-07-02",15,170,NA,476652.529,7151213.147,19.971,-51.4857857694363,64.4855649903539,"<Point><coordinates>-51.4857857694363,64.4855649903539,19.971</coordinates></Point>"
"P006",3,20,-51.48603,64.485544,476640.7732,7151210.898,21.45591,476643.739,7151208.205,20.047,-2.965757,2.692722999,"2011-07-02",12,170,NA,476640.7732,7151210.898,21.45591,-51.4860300009448,64.485544002486,"<Point><coordinates>-51.4860300009448,64.485544002486,21.45591</coordinates></Point>"
"P007",3,20,-51.495587,64.484791,476180.8036,7151130.536,23.819714,476180.811,7151128.073,20,-0.007375,2.463182,"2011-07-03",10,270,NA,476180.8036,7151130.536,23.819714,-51.495587000481,64.4847909983683,"<Point><coordinates>-51.495587000481,64.4847909983683,23.819714</coordinates></Point>"
"P008",3,20,NA,NA,NA,NA,NA,476176.077,7151137.201,19.955,NA,NA,"2011-07-03",28,285,NA,476176.077,7151137.201,19.955,-51.4956864213057,64.4848504728758,"<Point><coordinates>-51.4956864213057,64.4848504728758,19.955</coordinates></Point>"
"P009",3,20,NA,NA,NA,NA,NA,476171.15,7151146.068,19.963,NA,NA,"2011-07-03",28,262,NA,476171.15,7151146.068,19.963,-51.4957903697315,64.4849296920076,"<Point><coordinates>-51.4957903697315,64.4849296920076,19.963</coordinates></Point>"
"P010",3,20,NA,NA,NA,NA,NA,476165.818,7151154.567,20.088,NA,NA,"2011-07-03",26,288,NA,476165.818,7151154.567,20.088,-51.4959026851506,64.4850055805826,"<Point><coordinates>-51.4959026851506,64.4850055805826,20.088</coordinates></Point>"
"P011",3,20,NA,NA,NA,NA,NA,476161.22,7151164.654,20.151,NA,NA,"2011-07-03",16,260,NA,476161.22,7151164.654,20.151,-51.4959999880974,64.4850957697879,"<Point><coordinates>-51.4959999880974,64.4850957697879,20.151</coordinates></Point>"
"P012",3,20,-51.496126,64.485154,476155.2144,7151171.19,23.424858,476154.787,7151172.774,20.073,0.427414,-1.583644,"2011-07-03",22,248,NA,476155.2144,7151171.19,23.424858,-51.4961260002325,64.4851539968003,"<Point><coordinates>-51.4961260002325,64.4851539968003,23.424858</coordinates></Point>"
"P013",3,20,-51.505808,64.485408,475690.1116,7151203.167,20.17771,475689.432,7151196.632,19.958,0.679605,6.535383,"2011-07-04",3,204,NA,475690.1116,7151203.167,20.17771,-51.5058080000509,64.4854079965597,"<Point><coordinates>-51.5058080000509,64.4854079965597,20.17771</coordinates></Point>"
"P014",3,20,NA,NA,NA,NA,NA,475681.291,7151190.362,19.947,NA,NA,"2011-07-04",8,205,NA,475681.291,7151190.362,19.947,-51.5059893953938,64.4852924656724,"<Point><coordinates>-51.5059893953938,64.4852924656724,19.947</coordinates></Point>"
"P015",3,20,NA,NA,NA,NA,NA,475672.152,7151186.34,20.075,NA,NA,"2011-07-04",17,180,NA,475672.152,7151186.34,20.075,-51.5061788706488,64.4852557222676,"<Point><coordinates>-51.5061788706488,64.4852557222676,20.075</coordinates></Point>"
"P016",3,20,NA,NA,NA,NA,NA,475662.531,7151181.414,19.956,NA,NA,"2011-07-04",12,155,NA,475662.531,7151181.414,19.956,-51.5063782236511,64.4852108324658,"<Point><coordinates>-51.5063782236511,64.4852108324658,19.956</coordinates></Point>"
"P017",3,20,NA,NA,NA,NA,NA,475654.195,7151175.862,20.089,NA,NA,"2011-07-04",8,145,NA,475654.195,7151175.862,20.089,-51.5065507369985,64.4851604172548,"<Point><coordinates>-51.5065507369985,64.4851604172548,20.089</coordinates></Point>"
"P018",3,20,NA,NA,NA,NA,NA,475645.434,7151173.306,19.894,NA,NA,"2011-07-04",8,173,NA,475645.434,7151173.306,19.894,-51.5067325895659,64.4851368547229,"<Point><coordinates>-51.5067325895659,64.4851368547229,19.894</coordinates></Point>"
"P019",3,100,-51.486105,64.488219,476639.4512,7151509.021,100.437157,476640.532,7151508.749,101.678,-1.080778,0.272208001,"2011-07-04",20,142,NA,476639.4512,7151509.021,100.437157,-51.4861050004175,64.488218998136,"<Point><coordinates>-51.4861050004175,64.488218998136,100.437157</coordinates></Point>"
"P020",3,100,NA,NA,NA,NA,NA,476635.514,7151500.123,101.697,NA,NA,"2011-07-04",23,135,NA,476635.514,7151500.123,101.697,-51.4861855073254,64.4881388849992,"<Point><coordinates>-51.4861855073254,64.4881388849992,101.697</coordinates></Point>"
"P021",3,100,NA,NA,NA,NA,NA,476630.289,7151491.753,101.633,NA,NA,"2011-07-04",28,178,NA,476630.289,7151491.753,101.633,-51.4862928941688,64.4880634210984,"<Point><coordinates>-51.4862928941688,64.4880634210984,101.633</coordinates></Point>"
"P022",3,100,NA,NA,NA,NA,NA,476625.988,7151483.133,101.676,NA,NA,"2011-07-04",23,168,NA,476625.988,7151483.133,101.676,-51.4863810142352,64.4879857773684,"<Point><coordinates>-51.4863810142352,64.4879857773684,101.676</coordinates></Point>"
"P023",3,100,NA,NA,NA,NA,NA,476618.05,7151476.979,101.611,NA,NA,"2011-07-04",28,168,NA,476618.05,7151476.979,101.611,-51.4865452045033,64.4879300111406,"<Point><coordinates>-51.4865452045033,64.4879300111406,101.611</coordinates></Point>"
"P024",3,100,NA,NA,NA,NA,NA,476609.225,7151472.038,101.568,NA,NA,"2011-07-04",24,204,NA,476609.225,7151472.038,101.568,-51.4867280439799,64.4878850680728,"<Point><coordinates>-51.4867280439799,64.4878850680728,101.568</coordinates></Point>"
"P025",3,100,-51.492909,64.491074,476314.9495,7151829.697,97.806007,476314.508,7151830.872,101.642,0.441486,-1.175024,"2011-07-05",28,305,NA,476314.9495,7151829.697,97.806007,-51.4929089997069,64.4910740002189,"<Point><coordinates>-51.4929089997069,64.4910740002189,97.806007</coordinates></Point>"
"P026",3,100,NA,NA,NA,NA,NA,476313.59,7151840.968,101.876,NA,NA,"2011-07-05",36,306,NA,476313.59,7151840.968,101.876,-51.4929391122252,64.4911750411076,"<Point><coordinates>-51.4929391122252,64.4911750411076,101.876</coordinates></Point>"
"P027",3,100,NA,NA,NA,NA,NA,476312.759,7151850.332,101.557,NA,NA,"2011-07-05",26,265,NA,476312.759,7151850.332,101.557,-51.4929579186145,64.4912590071465,"<Point><coordinates>-51.4929579186145,64.4912590071465,101.557</coordinates></Point>"
"P028",3,100,NA,NA,NA,NA,NA,476305.003,7151856.592,101.628,NA,NA,"2011-07-05",22,274,NA,476305.003,7151856.592,101.628,-51.4931203343226,64.4913146381265,"<Point><coordinates>-51.4931203343226,64.4913146381265,101.628</coordinates></Point>"
"P029",3,100,NA,NA,NA,NA,NA,476303.42,7151866.619,101.557,NA,NA,"2011-07-05",16,295,NA,476303.42,7151866.619,101.557,-51.4931548978847,64.4914045008751,"<Point><coordinates>-51.4931548978847,64.4914045008751,101.557</coordinates></Point>"
"P030",3,100,NA,NA,NA,NA,NA,476301.048,7151876.47,101.481,NA,NA,"2011-07-05",22,250,NA,476301.048,7151876.47,101.481,-51.4932058525952,64.4914927293492,"<Point><coordinates>-51.4932058525952,64.4914927293492,101.481</coordinates></Point>"
"P031",3,100,NA,NA,NA,NA,NA,476253.587,7152382.487,99.183,NA,NA,"2012-07-13",28,285,NA,476253.587,7152382.487,99.183,-51.4942755242585,64.4960299469745,"<Point><coordinates>-51.4942755242585,64.4960299469745,99.183</coordinates></Point>"
"P032",3,100,NA,NA,NA,NA,NA,476246.567,7152388.651,99.027,NA,NA,"2012-07-13",20,280,NA,476246.567,7152388.651,99.027,-51.4944226364362,64.4960847664641,"<Point><coordinates>-51.4944226364362,64.4960847664641,99.027</coordinates></Point>"
"P033",3,100,NA,NA,NA,NA,NA,476240.997,7152396.87,99.034,NA,NA,"2012-07-13",15,268,NA,476240.997,7152396.87,99.034,-51.4945399022808,64.4961581268371,"<Point><coordinates>-51.4945399022808,64.4961581268371,99.034</coordinates></Point>"
"P034",3,100,NA,NA,NA,NA,NA,476236.646,7152405.812,99.11,NA,NA,"2012-07-13",12,315,NA,476236.646,7152405.812,99.11,-51.4946319137942,64.4962380598794,"<Point><coordinates>-51.4946319137942,64.4962380598794,99.11</coordinates></Point>"
"P035",3,100,NA,NA,NA,NA,NA,476236.149,7152415.734,99.5,NA,NA,"2012-07-13",22,308,NA,476236.149,7152415.734,99.5,-51.4946438675333,64.4963270559657,"<Point><coordinates>-51.4946438675333,64.4963270559657,99.5</coordinates></Point>"
"P036",3,100,NA,NA,NA,NA,NA,476237.438,7152425.635,99.531,NA,NA,"2012-07-13",16,335,NA,476237.438,7152425.635,99.531,-51.4946186439626,64.4964159884895,"<Point><coordinates>-51.4946186439626,64.4964159884895,99.531</coordinates></Point>"
"P037",3,200,NA,NA,NA,NA,NA,476659.488,7151878.004,199.978,NA,NA,"2012-07-13",20,176,NA,476659.488,7151878.004,199.978,-51.4857468235346,64.4915312931406,"<Point><coordinates>-51.4857468235346,64.4915312931406,199.978</coordinates></Point>"
"P038",3,200,NA,NA,NA,NA,NA,476649.47,7151861.978,198.948,NA,NA,"2012-07-13",10,145,NA,476649.47,7151861.978,198.948,-51.4859527492845,64.491386802409,"<Point><coordinates>-51.4859527492845,64.491386802409,198.948</coordinates></Point>"
"P039",3,200,NA,NA,NA,NA,NA,476632.47,7151852.097,199.962,NA,NA,"2012-07-13",23,170,NA,476632.47,7151852.097,199.962,-51.4863049492285,64.4912969711775,"<Point><coordinates>-51.4863049492285,64.4912969711775,199.962</coordinates></Point>"
"P040",3,200,NA,NA,NA,NA,NA,476622.492,7151841.936,199.996,NA,NA,"2012-07-13",18,192,NA,476622.492,7151841.936,199.996,-51.4865109732278,64.4912051095919,"<Point><coordinates>-51.4865109732278,64.4912051095919,199.996</coordinates></Point>"
"P041",3,200,NA,NA,NA,NA,NA,476607.899,7151832.081,199.976,NA,NA,"2012-07-13",18,200,NA,476607.899,7151832.081,199.976,-51.4868130832523,64.4911156759593,"<Point><coordinates>-51.4868130832523,64.4911156759593,199.976</coordinates></Point>"
"P042",3,200,NA,NA,NA,NA,NA,476597.454,7151822.274,199.998,NA,NA,"2012-07-13",12,200,NA,476597.454,7151822.274,199.998,-51.487028878979,64.4910269579887,"<Point><coordinates>-51.487028878979,64.4910269579887,199.998</coordinates></Point>"
"P043",3,200,NA,NA,NA,NA,NA,476545.049,7152364.67,200.102,NA,NA,"2012-07-13",24,334,NA,476545.049,7152364.67,200.102,-51.4882062332383,64.4958903121924,"<Point><coordinates>-51.4882062332383,64.4958903121924,200.102</coordinates></Point>"
"P044",3,200,NA,NA,NA,NA,NA,476549.264,7152373.794,199.989,NA,NA,"2012-07-13",22,312,NA,476549.264,7152373.794,199.989,-51.4881199636419,64.4959724734464,"<Point><coordinates>-51.4881199636419,64.4959724734464,199.989</coordinates></Point>"
"P045",3,200,NA,NA,NA,NA,NA,476555.494,7152381.638,200.048,NA,NA,"2012-07-13",20,340,NA,476555.494,7152381.638,200.048,-51.4879915488255,64.4960432881018,"<Point><coordinates>-51.4879915488255,64.4960432881018,200.048</coordinates></Point>"
"P046",3,200,NA,NA,NA,NA,NA,476563.144,7152388.057,200.089,NA,NA,"2012-07-13",18,2,NA,476563.144,7152388.057,200.089,-51.4878333496886,64.4961014139231,"<Point><coordinates>-51.4878333496886,64.4961014139231,200.089</coordinates></Point>"
"P047",3,200,NA,NA,NA,NA,NA,476567.34,7152397.135,199.981,NA,NA,"2012-07-13",21,327,NA,476567.34,7152397.135,199.981,-51.4877474664174,64.4961831608859,"<Point><coordinates>-51.4877474664174,64.4961831608859,199.981</coordinates></Point>"
"P048",3,200,NA,NA,NA,NA,NA,476567.932,7152407.15,200.042,NA,NA,"2012-07-13",18,320,NA,476567.932,7152407.15,200.042,-51.4877367461594,64.4962730671254,"<Point><coordinates>-51.4877367461594,64.4962730671254,200.042</coordinates></Point>"
"P049",3,200,NA,NA,NA,NA,NA,476774.48,7152862.683,200.161,NA,NA,"2012-07-13",30,322,NA,476774.48,7152862.683,200.161,-51.4835098699296,64.5003747811583,"<Point><coordinates>-51.4835098699296,64.5003747811583,200.161</coordinates></Point>"
"P050",3,200,NA,NA,NA,NA,NA,476777.948,7152872.331,200.102,NA,NA,"2012-07-13",8,333,NA,476777.948,7152872.331,200.102,-51.4834392056665,64.5004615904797,"<Point><coordinates>-51.4834392056665,64.5004615904797,200.102</coordinates></Point>"
"P051",3,200,NA,NA,NA,NA,NA,476776.696,7152882.204,200.068,NA,NA,"2012-07-13",10,305,NA,476776.696,7152882.204,200.068,-51.483466834183,64.5005500961697,"<Point><coordinates>-51.483466834183,64.5005500961697,200.068</coordinates></Point>"
"P052",3,200,NA,NA,NA,NA,NA,476772.336,7152891.287,200.035,NA,NA,"2012-07-13",14,255,NA,476772.336,7152891.287,200.035,-51.4835590379129,64.500631300685,"<Point><coordinates>-51.4835590379129,64.500631300685,200.035</coordinates></Point>"
"P053",3,200,NA,NA,NA,NA,NA,476768.822,7152900.722,200.132,NA,NA,"2012-07-13",32,292,NA,476768.822,7152900.722,200.132,-51.4836336864978,64.5007157215047,"<Point><coordinates>-51.4836336864978,64.5007157215047,200.132</coordinates></Point>"
"P054",3,200,NA,NA,NA,NA,NA,476765.504,7152910.148,200.28,NA,NA,"2012-07-13",30,286,NA,476765.504,7152910.148,200.28,-51.4837042538926,64.5008000749291,"<Point><coordinates>-51.4837042538926,64.5008000749291,200.28</coordinates></Point>"
"P055",4,400,NA,NA,504240.4137,7173840.97,399.083923,NA,NA,NA,-1273.984741,1183.926176,"2012-07-26",35,195,NA,504240.4137,7173840.97,399.083923,-50.9111089996279,64.6893860010829,"<Point><coordinates>-50.9111089996279,64.6893860010829,399.083923</coordinates></Point>"
"P056",4,400,NA,NA,504230.9717,7173838.616,399.518463,NA,NA,NA,NA,NA,"2012-07-26",32,210,NA,504230.9717,7173838.616,399.518463,-50.9113069992772,64.6893649969576,"<Point><coordinates>-50.9113069992772,64.6893649969576,399.518463</coordinates></Point>"
"P057",4,400,NA,NA,504221.9526,7173840.833,399.172699,NA,NA,NA,NA,NA,"2012-07-26",34,245,NA,504221.9526,7173840.833,399.172699,-50.9114959996687,64.6893850035859,"<Point><coordinates>-50.9114959996687,64.6893850035859,399.172699</coordinates></Point>"
"P058",4,400,NA,NA,504212.1173,7173846.837,399.194336,NA,NA,NA,NA,NA,"2012-07-26",33,282,NA,504212.1173,7173846.837,399.194336,-50.9117019995776,64.6894390015366,"<Point><coordinates>-50.9117019995776,64.6894390015366,399.194336</coordinates></Point>"
"P059",4,400,NA,NA,504203.5711,7173852.063,398.298981,NA,NA,NA,NA,NA,"2012-07-26",38,265,NA,504203.5711,7173852.063,398.298981,-50.9118809997514,64.6894860020016,"<Point><coordinates>-50.9118809997514,64.6894860020016,398.298981</coordinates></Point>"
"P060",4,400,NA,NA,504196.1735,7173854.616,397.278351,NA,NA,NA,NA,NA,"2012-07-26",45,262,NA,504196.1735,7173854.616,397.278351,-50.9120360003308,64.6895090026893,"<Point><coordinates>-50.9120360003308,64.6895090026893,397.278351</coordinates></Point>"
"P061",4,400,NA,NA,503699.0459,7173785.54,399.465302,NA,NA,NA,NA,NA,"2012-07-26",14,210,NA,503699.0459,7173785.54,399.465302,-50.922458999772,64.6888949968069,"<Point><coordinates>-50.922458999772,64.6888949968069,399.465302</coordinates></Point>"
"P062",4,400,NA,NA,503689.6474,7173786.086,399.591492,NA,NA,NA,NA,NA,"2012-07-26",16,220,NA,503689.6474,7173786.086,399.591492,-50.9226560010096,64.6888999991999,"<Point><coordinates>-50.9226560010096,64.6888999991999,399.591492</coordinates></Point>"
"P063",4,400,NA,NA,503680.107,7173785.74,399.792725,NA,NA,NA,NA,NA,"2012-07-26",1,22,NA,503680.107,7173785.74,399.792725,-50.9228559996461,64.6888969988185,"<Point><coordinates>-50.9228559996461,64.6888969988185,399.792725</coordinates></Point>"
"P064",4,400,NA,NA,503670.1873,7173783.388,400.071838,NA,NA,NA,NA,NA,"2012-07-26",25,200,NA,503670.1873,7173783.388,400.071838,-50.9230640003245,64.6888760021319,"<Point><coordinates>-50.9230640003245,64.6888760021319,400.071838</coordinates></Point>"
"P065",4,400,NA,NA,503662.5485,7173788.393,399.968048,NA,NA,NA,NA,NA,"2012-07-26",6,235,NA,503662.5485,7173788.393,399.968048,-50.9232240007759,64.6889209959349,"<Point><coordinates>-50.9232240007759,64.6889209959349,399.968048</coordinates></Point>"
"P066",4,400,NA,NA,503663.4668,7173778.588,399.979095,NA,NA,NA,NA,NA,"2012-07-26",12,295,NA,503663.4668,7173778.588,399.979095,-50.923205000016,64.68883300408,"<Point><coordinates>-50.923205000016,64.68883300408,399.979095</coordinates></Point>"
"P067",4,400,NA,NA,504278.9099,7174346.866,399.843079,NA,NA,NA,NA,NA,"2012-07-26",12,290,NA,504278.9099,7174346.866,399.843079,-50.910287000762,64.6939249989276,"<Point><coordinates>-50.910287000762,64.6939249989276,399.843079</coordinates></Point>"
"P068",4,400,NA,NA,504272.6528,7174353.21,399.985474,NA,NA,NA,NA,NA,"2012-07-26",21,266,NA,504272.6528,7174353.21,399.985474,-50.9104180009307,64.6939820040397,"<Point><coordinates>-50.9104180009307,64.6939820040397,399.985474</coordinates></Point>"
"P069",4,400,NA,NA,504267.1076,7174362.117,400.379822,NA,NA,NA,NA,NA,"2012-07-26",22,285,NA,504267.1076,7174362.117,400.379822,-50.9105339998285,64.6940619982143,"<Point><coordinates>-50.9105339998285,64.6940619982143,400.379822</coordinates></Point>"
"P070",4,400,NA,NA,504264.8521,7174371.921,399.343109,NA,NA,NA,NA,NA,"2012-07-26",21,282,NA,504264.8521,7174371.921,399.343109,-50.9105809995191,64.6941499995848,"<Point><coordinates>-50.9105809995191,64.6941499995848,399.343109</coordinates></Point>"
"P071",4,400,NA,NA,504263.5042,7174380.723,399.253815,NA,NA,NA,NA,NA,"2012-07-26",26,284,NA,504263.5042,7174380.723,399.253815,-50.9106089999214,64.694228998353,"<Point><coordinates>-50.9106089999214,64.694228998353,399.253815</coordinates></Point>"
"P072",4,400,NA,NA,504261.0083,7174391.864,399.881012,NA,NA,NA,NA,NA,"2012-07-26",23,308,NA,504261.0083,7174391.864,399.881012,-50.910661000998,64.694328999846,"<Point><coordinates>-50.910661000998,64.694328999846,399.881012</coordinates></Point>"
"P073",4,20,NA,NA,505514.3984,7172657.044,20.293892,NA,NA,NA,NA,NA,"2011-07-13",30,140,NA,505514.3984,7172657.044,20.293892,-50.8844480004615,64.6787440026683,"<Point><coordinates>-50.8844480004615,64.6787440026683,20.293892</coordinates></Point>"
"P074",4,20,NA,NA,505516.672,7172666.409,22.202484,NA,NA,NA,NA,NA,"2011-07-13",40,124,NA,505516.672,7172666.409,22.202484,-50.8844000003122,64.6788279991686,"<Point><coordinates>-50.8844000003122,64.6788279991686,22.202484</coordinates></Point>"
"P075",4,20,NA,NA,505508.7349,7172674.753,22.61088,NA,NA,NA,NA,NA,"2011-07-13",45,22,NA,505508.7349,7172674.753,22.61088,-50.8845660007362,64.678903001062,"<Point><coordinates>-50.8845660007362,64.678903001062,22.61088</coordinates></Point>"
"P076",4,20,NA,NA,505501.852,7172680.758,22.213594,NA,NA,NA,NA,NA,"2011-07-13",16,118,NA,505501.852,7172680.758,22.213594,-50.8847100007532,64.6789569973296,"<Point><coordinates>-50.8847100007532,64.6789569973296,22.213594</coordinates></Point>"
"P077",4,20,NA,NA,505499.0168,7172691.563,22.328697,NA,NA,NA,NA,NA,"2011-07-13",12,125,NA,505499.0168,7172691.563,22.328697,-50.8847689999382,64.6790539986484,"<Point><coordinates>-50.8847689999382,64.6790539986484,22.328697</coordinates></Point>"
"P078",4,20,NA,NA,505496.2774,7172702.145,22.215792,NA,NA,NA,NA,NA,"2011-07-13",45,124,NA,505496.2774,7172702.145,22.215792,-50.8848260005599,64.6791489973644,"<Point><coordinates>-50.8848260005599,64.6791489973644,22.215792</coordinates></Point>"
"P079",4,20,NA,NA,504297.4439,7171640.491,19.74865,NA,NA,NA,NA,NA,"2011-07-12",34,210,NA,504297.4439,7171640.491,19.74865,-50.909979000199,64.66964000129,"<Point><coordinates>-50.909979000199,64.66964000129,19.74865</coordinates></Point>"
"P080",4,20,NA,NA,504286.8875,7171644.934,19.400557,NA,NA,NA,NA,NA,"2011-07-12",48,235,NA,504286.8875,7171644.934,19.400557,-50.9101999989353,64.6696800035021,"<Point><coordinates>-50.9101999989353,64.6696800035021,19.400557</coordinates></Point>"
"P081",4,20,NA,NA,504277.6231,7171647.149,20.278397,NA,NA,NA,NA,NA,"2011-07-12",35,265,NA,504277.6231,7171647.149,20.278397,-50.9103939999977,64.6696999967436,"<Point><coordinates>-50.9103939999977,64.6696999967436,20.278397</coordinates></Point>"
"P082",4,20,NA,NA,504267.1188,7171648.472,19.111628,NA,NA,NA,NA,NA,"2011-07-12",38,228,NA,504267.1188,7171648.472,19.111628,-50.910614000622,64.6697120013411,"<Point><coordinates>-50.910614000622,64.6697120013411,19.111628</coordinates></Point>"
"P083",4,20,NA,NA,504258.5726,7171649.24,18.436556,NA,NA,NA,NA,NA,"2011-07-12",32,215,NA,504258.5726,7171649.24,18.436556,-50.9107930003017,64.6697190007735,"<Point><coordinates>-50.9107930003017,64.6697190007735,18.436556</coordinates></Point>"
"P084",4,20,NA,NA,504236.5995,7171658.905,17.959288,NA,NA,NA,NA,NA,"2011-07-12",40,182,NA,504236.5995,7171658.905,17.959288,-50.9112530005381,64.6698060033552,"<Point><coordinates>-50.9112530005381,64.6698060033552,17.959288</coordinates></Point>"
"P085",4,20,NA,NA,503734.1175,7171652.225,19.624851,NA,NA,NA,NA,NA,"2011-07-12",16,146,NA,503734.1175,7171652.225,19.624851,-50.9217790008312,64.6697520005783,"<Point><coordinates>-50.9217790008312,64.6697520005783,19.624851</coordinates></Point>"
"P086",4,20,NA,NA,503723.6742,7171643.074,19.428396,NA,NA,NA,NA,NA,"2011-07-12",20,176,NA,503723.6742,7171643.074,19.428396,-50.9219979990914,64.6696700024156,"<Point><coordinates>-50.9219979990914,64.6696700024156,19.428396</coordinates></Point>"
"P087",4,20,NA,NA,503717.4298,7171635.488,20.058455,NA,NA,NA,NA,NA,"2011-07-12",18,150,NA,503717.4298,7171635.488,20.058455,-50.9221289992854,64.6696020007076,"<Point><coordinates>-50.9221289992854,64.6696020007076,20.058455</coordinates></Point>"
"P088",4,20,NA,NA,503711.6608,7171629.463,20.155991,NA,NA,NA,NA,NA,"2011-07-12",28,175,NA,503711.6608,7171629.463,20.155991,-50.9222500002937,64.6695480007964,"<Point><coordinates>-50.9222500002937,64.6695480007964,20.155991</coordinates></Point>"
"P089",4,20,NA,NA,503704.5573,7171621.653,20.451424,NA,NA,NA,NA,NA,"2011-07-12",22,155,NA,503704.5573,7171621.653,20.451424,-50.9223990009407,64.6694779983081,"<Point><coordinates>-50.9223990009407,64.6694779983081,20.451424</coordinates></Point>"
"P090",4,20,NA,NA,503705.1424,7171611.735,20.783281,NA,NA,NA,NA,NA,"2011-07-12",21,122,NA,503705.1424,7171611.735,20.783281,-50.9223869989757,64.6693889958069,"<Point><coordinates>-50.9223869989757,64.6693889958069,20.783281</coordinates></Point>"
"P091",4,100,-50.917091,64.679992,503956.4208,7172793.686,94.147232,503957.565,7172792.357,100.033,-1.144229,1.328944,"2011-07-09",21,178,NA,503956.4208,7172793.686,94.147232,-50.9170909993825,64.6799920005023,"<Point><coordinates>-50.9170909993825,64.6799920005023,94.147232</coordinates></Point>"
"P092",4,100,NA,NA,NA,NA,NA,503967.427,7172794.795,100.004,NA,NA,"2011-07-09",18,180,NA,503967.427,7172794.795,100.004,-50.9168603281449,64.6800018223907,"<Point><coordinates>-50.9168603281449,64.6800018223907,100.004</coordinates></Point>"
"P093",4,100,NA,NA,NA,NA,NA,503977.377,7172796.645,100.082,NA,NA,"2011-07-09",10,192,NA,503977.377,7172796.645,100.082,-50.9166517695687,64.6800183055051,"<Point><coordinates>-50.9166517695687,64.6800183055051,100.082</coordinates></Point>"
"P094",4,100,NA,NA,NA,NA,NA,503985.731,7172789.467,99.927,NA,NA,"2011-07-09",18,284,NA,503985.731,7172789.467,99.927,-50.9164769051115,64.6799537973923,"<Point><coordinates>-50.9164769051115,64.6799537973923,99.927</coordinates></Point>"
"P095",4,100,NA,NA,NA,NA,NA,503992.606,7172780.554,100.065,NA,NA,"2011-07-09",24,218,NA,503992.606,7172780.554,100.065,-50.9163330825882,64.6798737381378,"<Point><coordinates>-50.9163330825882,64.6798737381378,100.065</coordinates></Point>"
"P096",4,100,NA,NA,NA,NA,NA,504002.541,7172779.901,100.004,NA,NA,"2011-07-09",13,206,NA,504002.541,7172779.901,100.004,-50.9161249084155,64.679867760835,"<Point><coordinates>-50.9161249084155,64.679867760835,100.004</coordinates></Point>"
"P097",4,100,-50.927265,64.67891,503471.0556,7172672.508,91.305214,503472.47,7172670.929,99.896,-1.414368,1.579411,"2011-07-09",23,205,NA,503471.0556,7172672.508,91.305214,-50.9272650006764,64.6789099963099,"<Point><coordinates>-50.9272650006764,64.6789099963099,91.305214</coordinates></Point>"
"P098",4,100,NA,NA,NA,NA,NA,503455.256,7172669.054,100.01,NA,NA,"2011-07-09",22,170,NA,503455.256,7172669.054,100.01,-50.9275961592298,64.6788791652707,"<Point><coordinates>-50.9275961592298,64.6788791652707,100.01</coordinates></Point>"
"P099",4,100,NA,NA,NA,NA,NA,503446.064,7172665.922,100.06,NA,NA,"2011-07-09",43,190,NA,503446.064,7172665.922,100.06,-50.9277888493826,64.6788511553715,"<Point><coordinates>-50.9277888493826,64.6788511553715,100.06</coordinates></Point>"
"P100",4,100,NA,NA,NA,NA,NA,503437.814,7172661.821,99.993,NA,NA,"2011-07-09",22,195,NA,503437.814,7172661.821,99.993,-50.9279618229501,64.6788144406074,"<Point><coordinates>-50.9279618229501,64.6788144406074,99.993</coordinates></Point>"
"P101",4,100,NA,NA,NA,NA,NA,503430.033,7172655.814,100.094,NA,NA,"2011-07-09",28,170,NA,503430.033,7172655.814,100.094,-50.928125013632,64.6787606179933,"<Point><coordinates>-50.928125013632,64.6787606179933,100.094</coordinates></Point>"
"P102",4,100,NA,NA,NA,NA,NA,503420.298,7172654.367,99.945,NA,NA,"2011-07-09",32,206,NA,503420.298,7172654.367,99.945,-50.928329040802,64.6787477327186,"<Point><coordinates>-50.928329040802,64.6787477327186,99.945</coordinates></Point>"
